3.808011619896288244e-07,3.054385519165715452e-07,5.377069081333677950e-07,6.738201796221002201e-07,1.482550294244731170e-07,1.834610608754765089e-07,1.816188373580832555e-07,6.744542593995185148e-06,9.498985116644580669e-07,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,3.652040526426852908e-04,2.988122654734045149e-06
5.531950558371585036e-06,1.849428473298931860e-05,2.439860145598177508e-06,3.051385325513085699e-06,5.843719724345296823e-06,1.802369145687621222e-06,2.380723636255616445e-06,6.744542593995185148e-06,9.498985116644580669e-07,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,1.734277009415354033e-06,2.988122654734045149e-06
1.041806062120784794e-05,2.986116070896950444e-06,5.377069081333677950e-07,6.738201796221002201e-07,3.259014762451837471e-06,8.247856657280933355e-07,1.523556383562993975e-06,1.956217034395124393e-04,9.498985116644580669e-07,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,5.560324386648331143e-04,1.866497772581957680e-05
3.808011619896288244e-07,9.499040535405192990e-05,4.134907061069543875e-05,1.915500918670475985e-06,1.742677692528922554e-06,4.981303120255924598e-07,2.152200416626045757e-05,6.744542593995185148e-06,9.882389664768310273e-05,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,1.734277009415354033e-06,2.988122654734045149e-06
5.858932881917583258e-06,1.998282143354401756e-05,2.418028709549460779e-06,6.738201796221002201e-07,4.023123244256416994e-07,1.834610608754765089e-07,2.274752373382473895e-05,6.744542593995185148e-06,9.498985116644580669e-07,1.162688621630345420e-06,2.402165568966246786e-07,1.108545478631821174e-05,7.670938782238576121e-06,1.734277009415354033e-06,2.988122654734045149e-06
1.713189586417916405e-06,1.802111814092082252e-05,5.377069081333677950e-07,1.465715533576044652e-04,2.687072939686748537e-03,1.147802889554978362e-06,3.519249256250064255e-04,6.696746287373545048e-03,9.647907098688432697e-04,1.302569326712744698e-03,5.310246642575253443e-05,7.922150906877162974e-03,7.670938782238576121e-06,1.734277009415354033e-06,2.988122654734045149e-06
3.808011619896288244e-07,3.054385519165715452e-07,5.377069081333677950e-07,6.738201796221002201e-07,1.482550294244731170e-07,1.834610608754765089e-07,1.816188373580832555e-07,1.655852652251757571e-03,9.498985116644580669e-07,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,1.734277009415354033e-06,2.988122654734045149e-06
2.985747955951362053e-06,3.054385519165715452e-07,5.377069081333677950e-07,8.905188208256043457e-05,1.482550294244731170e-07,4.963795894073879008e-07,1.816188373580832555e-07,6.744542593995185148e-06,9.498985116644580669e-07,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,1.734277009415354033e-06,2.988122654734045149e-06
3.808011619896288244e-07,3.054385519165715452e-07,5.377069081333677950e-07,6.738201796221002201e-07,1.482550294244731170e-07,1.834610608754765089e-07,1.816188373580832555e-07,6.744542593995185148e-06,9.498985116644580669e-07,4.072898241571099856e-04,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,1.734277009415354033e-06,2.988122654734045149e-06
3.808011619896288244e-07,8.427205497459522684e-07,5.377069081333677950e-07,8.350845957021769744e-05,1.482550294244731170e-07,6.033131395194862845e-05,1.816188373580832555e-07,6.744542593995185148e-06,9.498985116644580669e-07,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,2.087748923126128681e-05,1.734277009415354033e-06,2.988122654734045149e-06
5.021218023445505596e-06,8.882206076149572671e-05,6.660966559910637430e-05,1.096073219439944440e-03,1.482550294244731170e-07,1.682113572055882888e-05,5.752549505077482256e-04,1.887457655809028140e-05,9.053646367128261811e-05,1.162688621630345420e-06,7.373488059218308123e-06,1.090477394360100228e-05,6.116117681379780794e-05,1.734277009415354033e-06,2.988122654734045149e-06
3.808011619896288244e-07,3.054385519165715452e-07,5.377069081333677950e-07,6.738201796221002201e-07,1.482550294244731170e-07,1.834610608754765089e-07,1.816188373580832555e-07,9.490920338270023016e-04,9.498985116644580669e-07,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,1.734277009415354033e-06,2.988122654734045149e-06
3.808011619896288244e-07,3.054385519165715452e-07,5.377069081333677950e-07,6.738201796221002201e-07,1.482550294244731170e-07,1.834610608754765089e-07,1.816188373580832555e-07,2.064545972808828325e-04,7.229440007278410143e-05,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,1.734277009415354033e-06,2.988122654734045149e-06
3.808011619896288244e-07,3.054385519165715452e-07,5.377069081333677950e-07,6.738201796221002201e-07,1.482550294244731170e-07,1.834610608754765089e-07,1.816188373580832555e-07,6.744542593995185148e-06,9.498985116644580669e-07,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,7.286738282759551953e-04,2.988122654734045149e-06
3.808011619896288244e-07,8.273701162498561115e-07,5.377069081333677950e-07,1.894344516877385028e-06,6.587544616516568854e-07,1.014187745802541007e-04,1.816188373580832555e-07,6.744542593995185148e-06,9.498985116644580669e-07,1.162688621630345420e-06,2.402165568966246786e-07,4.025302287024226582e-06,7.670938782238576121e-06,1.734277009415354033e-06,2.988122654734045149e-06
